PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
CC1=C(C(=CC=C1)OCC(=O)N(CC2=CC=CS2)C3CCS(=O)(=O)C3)C,Inactive
CC1(C(=O)NC2=CC=CC=C2N1C(=O)COC(=O)CNS(=O)(=O)C3=C(C(=C(C=C3)F)F)F)C,Inactive
C1=CC=C(C=C1)CCNC(=O)C2C3=CC=CC=C3C(=O)N2CC4=CC=CS4,Inactive
CCC1=NN(C(=O)C2=CC3=C(N21)C=CO3)C(C)C(=O)N(C)CC4=CC=CC=C4,Inactive
CC[C@@]12[C@H](CC(C(=O)N1CCC3=C2NC4=C3C=C(C=C4)OC)CC(=O)NCCCOC)C(=O)N5CCN(CC5)C(=O)C6CC6,Inactive
C1CC1C2=CN(N=N2)[C@H]3CN([C@H](C[C@@H]3O)C4=CC=CC=C4)C(=O)C5=CC=CS5,Inactive
CC(=O)C1=CC=C(C=C1)OC2=C(N=CC(=C2)C(F)(F)F)C(=O)N,Inactive
C[C@H]\1CN[C@@H](/C1=C\C2=CC=CC=C2)CCO,Inactive
CN1CCN(CC1)C2CCCCC2NS(=O)(=O)C3=CC=C(C=C3)Cl,Inactive
CC1=NN=C(S1)SCCN2C3=C(N=C2N4CCN(CC4)C)N(C(=O)NC3=O)C,Inactive
CC(C)CC1C(=O)N(CCS(=O)(=O)N1CC2=CC=C(C=C2)C3=CC=C(C=C3)F)CC4=CN(N=N4)CC5=CC=CO5,Inactive
CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)NC(=O)CN3CCCCC3.C(=O)(C(=O)O)O,Inactive
CC1=NC2=C(C(C3=C(O2)C4=CC=CC=C4OC3=O)C5=CC=C(C=C5)OC)C(=O)N1,Inactive
C/C(=N\NC(=S)NC1=CC=CC=C1)/CC2=CC=C(C=C2)OC,Inactive
COC1=CC=C(C=C1)CNC(=O)C2CC(=NO2)C3=CC=C(C=C3)F,Inactive
C1CC2(CCCN(C2=O)CC3=CC=CC=C3)C(=O)N(C1)CC4=CC=CC=C4,Inactive
CC1=CC(=CC=C1)NCC2=CC=CC=C2OCC3=CC=CC=C3F,Inactive
CC1=CC=CC=C1CSC2=CN=C(N=C2C)C,Inactive
CCOC(=O)C1CCCN(C1)C(=O)COC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)F,Inactive
C1CCC2(CC1)COC(=O)N2,Inactive
CC(C)(C)C1=CC(=NC(=N1)SCCCNC(=O)C2=CC=CO2)C(F)(F)F,Inactive
CC1=CC2=C(C=C1S(=O)(=O)NC3=C(C(=CC=C3)Cl)C)NC(=O)C(=O)N2,Inactive
COC1=CC=C(C=C1)CC2=NN=C(NC2=O)NC3=CC4=C(C=C3)OCCO4,Inactive
C1=CC=[N+](C=C1)CC(=O)N/N=C/C2=CC(=C(C=C2)Cl)Cl.[Cl-],Inactive
COC1=CC=CC=C1C(=O)COC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCCC3,Inactive
CCCCCCS(=O)[C@H]1CS(=O)(=O)C[C@@H]1S(=O)CCCCCC,Inactive
CN1C2=CC=CC=C2C(=O)OC1=O,Inactive
CC1C2=C(CCN1C(=S)NCC=C)C3=CC=CC=C3N2,Inactive
C1CCC2=NC3=C(C=C(C=C3)Cl)C(=C2C1)SCC(=O)N4CCN(CC4)C(=O)C5=CC=CO5,Inactive
CC1=C(C(=CC=C1)C)C(C2=NC=C(N2)C3=CC=CC=C3OC)O,Inactive
CC(C)(C)C1=NC2=CC=CC=C2C(=N1)SCC(=O)NC3=CC=C(C=C3)N4CCOCC4,Inactive
CC1=C(C(=CC=C1)C)NC(=O)C2(CN(CC(=O)N2CCC3=CC=CC=C3F)S(=O)(=O)C)C,Inactive
C1=CC=C2C(=C1)C3=CC=CC(=C3S2)CNC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CC(=O)NC5=O)O)O,Inactive
CC1=CC(=CC(=C1)OCC(=O)OCC2=CC(=CC3=C2OCOC3)[N+](=O)[O-])C,Inactive
C1COC2=C(O1)C=CC(=C2)C3=NN(C=C3C(=O)NCC4=CC=CC=C4)CCC#N,Inactive
C1CN(CCN1C(=O)C2=CC=CS2)C(=O)N3CCOCC3,Inactive
CCOC1=CC=C(C=C1)NC(=O)CSC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,Inactive
C1CCC(CC1)N2C(=NC3=C2N=CC=C3)CSCC(=O)O,Inactive
COC1=C(C=C2C(=C1)C=C(N2)C(=O)N3CCC4=CC=CC=C4C3)OC,Inactive
CC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCCCN4C=CN=C4)(C)C,Inactive
C1=CC(=C(N=C1)Cl)C2=NC3=CC(=C(C=C3N2)Cl)Cl,Inactive
CCOC1=CC=C(C=C1)N2C(=O)NC3=CC=CC=C3C2(C(=O)NCC4=CC=CO4)O,Inactive
CC1=CC(=CC=C1)CC2=CN=C(S2)NC(=O)C3=NCCN3,Inactive
CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=CC=C2F)S(=O)(=O)N3CCCCCC3,Inactive
CC1=CC=C(C=C1)C(=O)COC(=O)C2=CC=CS2,Inactive
C1=CC=C(C(=C1)NC(=O)CSC2=NNC(=N2)C3=CC=CO3)Cl,Inactive
CN1CCN(CC1)C(=O)CCNC(=O)CN2C=NC3=CC=CC=C3C2=O,Inactive
CC1=C(N=C2C(=N1)C=CC(=N2)N)C,Inactive
CC(C(=O)NCC1CCCO1)NS(=O)(=O)C2=CC(=C(C=C2)OC)OC,Inactive
COC1=CC=C(C=C1)C2=C(C3=CC=CC=C3C2=O)NC4=CC=C(C=C4)F,Inactive
CN(CC1=CC=CC=C1)S(=O)(=O)C2=C(C=CC(=C2)C(=O)OCC(=O)N(C)C3CCS(=O)(=O)C3)OC,Inactive
C1=COC(=C1)C2=CC(=NO2)C(=O)NC3=CC(=C(C=C3)F)Cl,Inactive
CCC1=C(SC(=C1C(=O)N2CCOCC2)NC(=O)C3=CC=CO3)C,Inactive
CCOC(=O)C(C(F)(F)F)(NC1=CC=C(C=C1)F)NC(=O)C,Inactive
CCC(=O)C1=CC=C(C=C1)OCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=C(S3)Cl,Inactive
CC1CN(CC(O1)C)S(=O)(=O)C2=CC3=C(CCN3C(=O)C)C=C2,Inactive
CC1C(=O)N(CCS(=O)(=O)N1CC2=CC=C(C=C2)C3=CC=C(C=C3)C)CC4=CN(N=N4)CC5=CC=CO5,Inactive
C[C@@H]([C@H]1[C@H](C[C@H]2C3=C(CCN2C1=O)C=CC(=C3)C4=CC=CC=C4)NC)O,Inactive
CCOC(=O)C1(C2C(C(N1)C3=CC=CS3)C(=O)N(C2=O)C4=CC=CC=C4)C,Inactive
CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N(CC2CCCO2)C(C(C)C)C(=O)NC3CCCC3,Inactive
CC1=CC=C(C=C1)S(=O)(=O)N(CC(CN2C(=O)C(NC2=O)(C)C)O)C3=CC=CC(=C3)C,Inactive
COC1=CC=C(C=C1)NC(=O)CS(=O)C2=CC=CC=C2Cl,Inactive
C1CCCC(CC1)CN2[C@H](CN(C2=S)[C@@H](CC3=CC=C(C=C3)O)CN4CCCC4CN5[C@H](CNC5=S)CC6=CC=CC=C6)CC7=CC=CC=C7,Inactive
C1CCN(CC1)C2=NC(=O)/C(=C/C3=C(NN=C3)C4=CC=CC=C4)/S2,Inactive
CCOC1=CC=C(C=C1)NC(=S)NNC(=O)C2=C(C=CC(=C2)Br)Cl,Inactive
CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC=CC=C3F)C(=O)N1CCOC,Inactive
C1COCCN1CCCNC2=NC(=NC3=CC=CC=C32)C4=CC=C(C=C4)Cl,Inactive
C1=CC=C(C(=C1)C(=O)NNC(=O)C2=CN=CC=C2)N3C=CC=C3,Inactive
CC(C)C1=CC=C(C=C1)NC(=S)N(CCOC)C(C)C2=CC=CS2,Inactive
CC(=O)[O-].COC1=CC=C(C=C1)CN2C3=C(C=CC(=C3)C(=O)O)[N+](=C2C4=CC=C(C=C4)OC)CCCN5C6=C(C=C(C=C6)C(F)(F)F)N=C5C7=CC(=C(C=C7)O)OC,Inactive
C1=CC=C2C(=C1)N=C(S2)CCC(=O)OCC(=O)C3=CC=CN3,Inactive
CCO[C@@H]1[C@H]([C@@H](C=C(O1)C(=O)NCC#C)C2CCCCC2)CCCO,Inactive
CCOC(=O)N1CCC(CC1)N2C(C3=CC=CC=C3C2=O)NC4=CC5=C(C=C4)OCCO5,Inactive
C1CC1C(=O)NNC(=O)C2=CC(=CC=C2)[N+](=O)[O-],Inactive
CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC3=C(C=C2)NC(=O)CS3,Inactive
C1=CC=C2C(=C1)C=CC(=N2)C3=NNC(=S)O3,Inactive
CCOC1=C(C=C(C=C1)CCNC(=O)C2CC(=O)N(C2)C3=CC4=C(C=C3)OCCO4)OCC,Inactive
CCOC(=O)C1=CC=C(C=C1)NC(=O)COC2=CC=C(C=C2)S(=O)(=O)NC(C)(C)C,Inactive
CC1CCC2=C(C1)SC=C2C3=NNC(=S)N3CC=C,Inactive
CC1=NOC(=C1)C2=CC(=C(C=C2)OC)S(=O)(=O)N3CC(=O)NC4=CC=CC=C43,Inactive
CCCN(CC(=O)NC1=C(C(=C(C=C1)F)F)F)C(=O)CC2=CC=C(S2)S(=O)(=O)N3CCOCC3,Inactive
COC1=CC=C(C=C1)C2=NN=C(O2)SCC(=O)N3C4=CC=CC=C4SC5=CC=CC=C53,Inactive
CCC(=O)N1CCN(CC1)C2=C(C=CC=C2Cl)[N+](=O)[O-],Inactive
COC1=CC=CC(=C1OC)/C=C/C(=O)OCC(=O)NCC2CCCCC2,Inactive
CN1C(=CC(=O)N(C1=O)C)NNC(=O)C2=CC=CC=C2F,Inactive
COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Inactive
CC1CN(CCN1C2=CC=CC(=C2)C)S(=O)(=O)C3=CC4=C(C=C3)N(C(=O)C(=O)N4C)C,Inactive
COCCN(CCOC)S(=O)(=O)C1=CC=C(C=C1)/C(=C(\C#N)/C2=NC3=CC=CC=C3N2)/O,Inactive
CC(C(=O)NC1=CC2=C(C=C1)OCCO2)OC(=O)C3=CC(=C(C(=C3)OC)OC)OC,Inactive
C1CC(OC1)C(=O)NC2=NN=C(S2)CCC3=CC=CC=C3,Inactive
COC1=CC(=C(C=C1C(=O)OCC(=O)NC2CCCC2)OC)OC,Inactive
CC(C(=O)NC1CCCC1)N(C2=CC(=CC=C2)O)C(=O)CN3N=C(N=N3)C4=CC(=C(C=C4)OC)OC,Inactive
CC1=CC(=C(C=C1)C)C(C2=NC=C(N2)C3=CC(=CC=C3)F)O,Inactive
CC1=C(C(=CC=C1)NC(=O)CN(CCOC)C(=O)CN2C(=O)C3(CCCCC3)NC2=O)C,Inactive
CC(C)(C)C(=O)NC1=C(SC(=C1C2=CC=CC=C2)SCC#N)C#N,Inactive
COC1=C(C=C(C=C1)/C=C/C(=O)NC(=S)NNC(=O)C2=CC=CO2)OC,Inactive
C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CC=C(C=C3)OCC4CCCO4,Inactive
C1CCCN(CC1)CC(COCC2=CC=CS2)O.Cl,Inactive
C1=CC=C(C(=C1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl)O,Inactive
C1=CC=C(C=C1)NC(=S)NC2=NC3=CC=CC=C3N2CCOC4=CC=CC=C4,Inactive
CC1=C(C(=NC(=N1)N2CCOCC2)OC3=CC=CC=C3F)[N+](=O)[O-],Inactive
COC1=CC(=CC(=C1)CN2CCNC(=O)C2CC(=O)N3CCCCO3)OC,Inactive
C1=CC=C(C=C1)CNC(=O)C2=CC=[N+](C=C2)[O-],Inactive
C1=CC(=CN=C1)CNC(=O)C2=C(C(=CC(=C2)Cl)Cl)NC(=O)C3=C(C=C(C=C3)Cl)Cl,Inactive
CCCC#CC1=CC2=C(C=C1)S(=O)(=O)N(C[C@H]([C@H](O2)CN(C)S(=O)(=O)C3=CC=CC(=C3)OC)C)[C@H](C)CO,Inactive
CC(=O)C1=CC=C(C=C1)NC(=S)N(CCCN(C)C)CC2=CC=CC=C2,Inactive
C1C(=O)N(C(=O)N(C1=O)CCC2=CC=CC=C2)CCC3=CC=CC=C3,Inactive
C1CN(CCC1C(=O)N)C(=O)CCCCCN2C(=O)C3=C(C=CS3)NC2=O,Inactive
CC(C)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C(C)OC(=O)CCC2CCCCC2,Inactive
C1CC(CN(C1)S(=O)(=O)C2=CN=CC=C2)C(=O)NC3=CC4=C(C=C3)OCCO4,Inactive
CCCCN1C(=C(C(=O)NC1=O)N(CCOC)C(=O)CSC2=NC3=C(N2)C=C(C=C3)C)N,Inactive
C1=CC=C(C=C1)CCNC(=O)CNS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive
CCOCC(=O)N1CCC2=CC=CC=C21,Inactive
C1=CSC(=C1)C(=O)NNC(=O)C2=CC=C(C=C2)F,Inactive
CC1=CC(=CC=C1)N2C(=NN=C2SCC3=CC=C(C=C3)[N+](=O)[O-])CC4=CC=CC=C4,Inactive
COC1=CC(=C(C=C1)OC)C2=CC(=NO2)C(=O)NCCN3CCOCC3,Inactive
CCOC1=CC=CC=C1NC(=O)CN2CCCCCC2.Cl,Inactive
C1COC(=CO1)C2=NN=C(O2)NC(=O)C3=CC=C(C=C3)F,Inactive
COC1=C(C=C(C=C1)C2C=C(NC(=S)N2)C3=CC=C(C=C3)F)OC,Inactive
CCC1=C2C(=CC=C1)C(=C(C=N2)C(=O)OCC)NCCCN3CCOCC3,Inactive
COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2SC3=NC=C(C=C3)C(=O)OC,Inactive
C1CN(CCC1C(=O)C2=CC=C(C=C2)F)C(=S)NC3=CC=C(C=C3)F,Inactive
CC1=C(C(=NN1)C)CCCOC2=CC=CC=C2OC,Inactive
CC1=CC(=NO1)NC(=O)CCCN2C(=O)/C(=C/C3=CC=CC=C3Cl)/SC2=S,Inactive
CC1=CC=C(C=C1)CN2C=CSC2=NC(=O)COC(=O)C(C)C,Inactive
C1=COC(=C1)C(=O)NC2=CC(=C(C=C2)Cl)NC(=O)C3=CC=CS3,Inactive
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=C3NC(=O)/C(=C/C4=CC(=C(C=C4)O)OC)/S3,Inactive
CCN1CCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)NC(=O)/C=C/C4=CC=C(C=C4)C,Inactive
CC1=C(N=C(O1)C2=CC=CC=C2F)CN3C4=C(C=C3C(=O)OC)OC=C4,Inactive
CCCC1=C(N=C(NC1=O)SCC2=CC=CC=C2)O,Inactive
CCOC(=O)N1CCN(CC1)C(=O)CSCC(=O)NC2=NC(=CS2)C3=CC=CS3,Inactive
CCC1=C(N2C=C(C=CC2=N1)C(=O)N3CCN(CC3)C4=CC=CC=C4)N(C)CCC(C)C,Inactive
CCC1CCCCN1CC2=CC(=C(C(=C2)OC)O)[N+](=O)[O-],Inactive
CN1C(=O)C(=CN=C1SCC(=O)NCC2=CC3=C(C=C2)OCO3)C(=O)NC4=CC(=CC=C4)OC,Inactive
CC1=CC=CC=C1NC(=O)CCN2C(=O)C3=CC=CC=C3C2=O,Inactive
CC1CCCC(N1C(=O)CSC2=NN=C(N2C)C3=CC=CO3)C,Inactive
CCOCCCNCC1=CN(N=C1C2=CC=CC=C2C)C3=C(C=C(C=C3)F)F,Inactive
C1=CC(=CC=C1N)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive
COC1=CC(=CC=C1)OCCNC(=O)CSC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Inactive
CC1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)NC3=NC4CS(=O)(=O)CC4S3,Inactive
C1COC2=C(O1)C=CC(=C2)S(=O)(=O)N(CC3=CC=CC=C3)CC(=O)N/N=C/C4=CC(=CC=C4)Br,Inactive
C1CC2=CC=CC=C2N(C1)C(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CS4,Inactive
CC1=CC(=C(C=C1)C)NC(=S)NCC2=CC(=CC=C2)OC,Inactive
CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=S)N3CCOCC3,Inactive
CC(=O)N(CCC(C1=CC=CC=C1)C2=CC=CO2)CC3=CC=CS3,Inactive
CC1=CC(=CC=C1)N2CCCN3C2=NC4=C3C(=O)NC(=O)N4C,Inactive
CN(C)/N=C/1\CCS(=O)(=O)C2=C1C=CS2,Inactive
C(CC(=O)N[C@@H](CSN=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,Inactive
CC1=CC(=C(N1C)C)C(=O)COC(=O)/C=C/C2=CC=CO2,Inactive
CC1=C(OC2=C(C1=O)C=CC=C2C(=O)NCCCOC)C3=CC=CC=C3,Inactive
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CNCC3=C(C=CC(=C3)Cl)OCC4=CC=C(C=C4)Cl)O,Inactive
CCCCOC1=CC=CC=C1N,Inactive
C1CCN(C1)S(=O)(=O)C2=CC=CC(=C2)N3C(=O)C4=CC=CC=C4N=C3SCC5=CC(=CC=C5)F,Inactive
CN(C1=C(N(C(=O)NC1=O)CC2=CC=CC=C2)N)C(=O)CCOC3=CC=CC=C3,Inactive
COC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCNC(=O)C3CC(=O)N(C3)C4=CC=CC=C4,Inactive
C1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC=C(C=C4)Cl,Inactive
C1CN(CCN1C2=CC=CC=N2)C(=O)C3=CC=C(C=C3)CN4C(=O)C5=CC=CC=C5NC4=S,Inactive
C1CCC(CC1)NC(=O)NNC(=O)C2=CN=CC=C2,Inactive
C/C(=N\N(C1=CC=CC=C1)C2=CC=CC=C2)/C3=CC=C(C=C3)O,Inactive
C1=CC=C(C=C1)COC2=CC=C(C=C2)OCCCCNCCO.C(=O)(C(=O)O)O,Inactive
CC1=C(C=C(C=C1)NC(=O)COC2=CC=CC(=C2)N3C=NN=N3)[N+](=O)[O-],Inactive
C1=CC(=CC=C1C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O)F,Inactive
C1COCCN1C(=S)C2=CC=C(C=C2)OC(=O)C3=CC=CC=C3,Inactive
C1=CC=C(C=C1)C2=CC(=NNC2=O)C3=CC=CC=C3,Inactive
COC1=CC(=C(C=C1)OC)CC2=NN=C(O2)CCC(=O)N3CCCCC3,Inactive
CC(C)[C@@H](C(=O)N)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)/C=C(\CCCC#C)/OC,Inactive
C1C(=O)N(C(=O)N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Inactive
C1C=CC2C1C3CC2C(C3)NC(=S)N,Inactive
CN1C[C@@H]2C(C3(CC2(C3)[C@H]1C4=CC=CC=C4)C5=CN=CC=C5)C6=CC=CC=C6,Inactive
CC1=CN(C=N1)S(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)OC,Inactive
C/C(=N\N1CCN(CC1)C2=CC=CC=C2)/C3=CC=C(C=C3)O,Inactive
CSC1=CC=C(C=C1)/C=N/NC(=O)C2=CC3=C(C=C2)N=CN3,Inactive
C1CCC2=C(C1)C3=C(N2)C=CC(=C3)CNC(=S)NC4=CC=CC=C4,Inactive
CCC(C(=O)N1CCCN(CC1)C)OC2=CC=CC=C2C,Inactive
CC1=CC(=CC=C1)NC(=O)C2=C(NC=N2)C(=O)NCCN(CCNC(=O)C3=C(N=CN3)C(=O)NC4=CC=CC(=C4)C)CCNC(=O)C5=C(N=CN5)C(=O)NC6=CC=CC(=C6)C,Inactive
CC(=O)NC1=CC=CC=C1NS(=O)(=O)C2=CC=C(C=C2)Cl,Inactive
CC1(CCCN(C1)C(=O)C2=CC3=C(C=C2)OCO3)C(=O)NCCOC,Inactive
CCNC(=O)C1=C(N(C(=S)S1)C2=CC=C(C=C2)C)N,Inactive
CCCCN(CC)S(=O)(=O)N1CCC(CC1)C(=O)NCCCN2CCOCC2,Inactive
CC1=CC2=C(C=C1)N(C(=C2C)C)CC(CN3C(=C(C(=N3)C)Br)C)O,Inactive
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CNCC3=CN=C(N=C3)N4CCOCC4)O,Inactive
CC(C)C[C@@H](CO)NS(=O)(=O)C1=C(C=CC(=C1)Cl)F,Inactive
CCOC1=C(C=CC(=C1)C(=S)N2CCOCC2)OS(=O)(=O)C3=CC=C(C=C3)Br,Inactive
CCCCN1C(=NN=C1SCC(=O)NC2=NN=C(S2)C)C3=CC=NC=C3,Inactive
CC1=C(C(=CC=C1)/C=N\NC(=O)C2=CC=C(C=C2)Cl)O,Inactive
CCOC(=O)C1=C(N(C(=O)C1CC(=O)O)C2=CC=CC=C2)C,Inactive
CCOC1=CC=C(C=C1)/C=C/2\C(=O)N(C(=S)S2)CCC(=O)NC3=CC=C(C=C3)C(=O)O,Inactive
CC(C)N(C(C)C)C(=NCC1=CC=CC=C1)NC(=O)C2=CC=CC=C2,Inactive
CCOC(=O)C1=CN(C2=C(C(=C(C=C2C1=O)F)F)F)C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,Inactive
C1=CC=C(C=C1)CN2C=CC=CC2=N.Cl,Inactive
CCOC1=C(C=C(C=C1)/C=N/NC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])O,Inactive
CC1=CC(=NN1C2=CC(=C(C=C2)Cl)C(=O)O)C,Inactive
COC1=C(C=CC(=C1)SC)C(=O)N(CC2=CC=CC=C2)C3=CC=CC=C3,Inactive
CC1CCCC(C1C)NC(=O)COC(=O)CC2=CC=C(C=C2)Br,Inactive
C1=CC=C(C(=C1)C(=O)N/N=C/C2=CC=CO2)OCC3=CC=C(C=C3)Br,Inactive
CC1CCN(CC1)C(=O)C(=O)NC2=C(C3=C(S2)COC(C3)(C)C)C(=O)N,Inactive
C/C(=C/1\C(=O)N(C(=S)S1)CCC(=O)O)/C2=CC=C(C=C2)OC,Inactive
C1=CC=C(C=C1)CC(C(=O)O)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive
CC1=NN(C(=C1)NC(=O)C2=C(C=C(C=C2)Cl)Cl)C3=CC=CC=C3,Inactive
CCNC1=C(C=C(C=C1)S(=O)(=O)N(C)C)NCC(=O)NC2=CC=CC=C2F,Inactive
C1CC(=O)N2CCC3=CC(=CC1=C32)S(=O)(=O)N4CCN(CC4)C5=CC=C(C=C5)F,Inactive
C1CCC2=C(CC1)SC(=C2C(=O)N)NC(=O)C3=CC=C(C=C3)S(=O)(=O)N(CCCl)CCCl,Inactive
CN1C(=NNC1=S)CSCC2=CC(=C(C=C2)Cl)Cl,Inactive
CCN(CC(=O)NCC1=CC=C(C=C1)F)CC(=O)NC2CCCC2,Inactive
COCCNC(=O)C1=CC(=CC=C1)OC2CCN(CC2)CC3=C(C=C(C=C3)F)OC,Inactive
CC1=CC=C(S1)C(=O)NCC(=O)NNC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)Cl,Inactive
CC1=CC(=C(C(=O)N1)[N+](=O)[O-])OC(=O)C2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,Inactive
C1=CC=C(C=C1)CSC2=NC=NC3=C2N=CN3CCO,Inactive
COCCN1C(=NN=C1SCC2=CC(=O)N3C=CSC3=N2)C4=CC=NC=C4,Inactive
CCOC1=CC=C(C=C1)C2C(=C(C(=O)N2CC3=CN=CC=C3)O)C(=O)C4=CC=CS4,Inactive
C1=CC=C(C=C1)OC2=C(C=CC=N2)C(=O)O,Inactive
CC(=O)C1=C(N=C(S1)NC(=O)CCCC2=NC3=CC=CC=C3C(=O)N2)C4=CC=CC=C4,Inactive
C1=CC=C(C=C1)CC(CCNCC2=CC=C(C=C2)F)C3=CC=CO3,Inactive
CCC1=NC2=C(C(=N1)NC3=CC4=C(C=C3)OCO4)OC5=CC=CC=C52.Cl,Inactive
CC1=C(C=C(C=C1)NC(=O)CN2C(=O)C3=CC=CC=C3C(=N2)C)F,Inactive
COC1=CC=CC=C1C2=CC(=O)C[C@@H](C2)C3=CC=C(C=C3)Cl,Inactive
CC1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CO3,Inactive
CC1=CC(=CC=C1)NC2=NN=C(C3=CC=CC=C32)C4=CC(=C(C=C4)N5CCOCC5)[N+](=O)[O-],Inactive
C1=CC2=NSN=C2C=C1C(=O)NC3=C(C=C(C=C3)Br)F,Inactive
C1=CC(=O)N(C1=O)C2=CC(=CC(=C2)C(=O)O)N3C(=O)C=CC3=O,Inactive
CSC1=CC=C(C=C1)C(C2=C(NC3=CC=CC=C32)C(=O)O)C4=C(NC5=CC=CC=C54)C(=O)O,Inactive
C[C@@H]1CCCCO[C@H]([C@H](CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)NC3CCCCC3)[C@H](C)CO)C)CN(C)C(=O)C4CCCCC4,Inactive
CC1=NC=C(N1CC2=CC=C(C=C2)Cl)CO,Inactive
C1CCN(CC1)C(=O)C2CC(=NO2)C3=CC=CC=C3O,Inactive
CCN1CC2=CC=CC=C2C3=CC=CC=C3S1(=O)=O,Inactive
COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F,Inactive
C1CN(CCN1C(=O)COC(=O)C2=CC=CC=C2OCC3=CC=CC=C3)C(=O)C4=CC=CO4,Inactive
CCC(=O)NC(C(=O)OCC)(C(F)(F)F)NC1=CC=CC=C1,Inactive
CCC(=O)C1=CC=C(C=C1)OCC(=O)N(CC2=NN=C(O2)C3=CC=CC=C3Cl)C4CC4,Inactive
COC1=CC=C(C=C1)C2=NCCN3C2=C4C=CC=CC4=N3,Inactive
CN(C)C1=C(C(=NC=C1)OC2=CC=CC=C2)C#N,Inactive
C1CN(CCN1CCO)C(=S)NC2=CC=CC=C2,Inactive
CC1(CCN(C1)CC2=CC=C(C=C2)C3=CC=CC=N3)OC4=CC=C(C=C4)CC(=O)OC,Inactive
C1=CC=C2C(=C1)C(=C(N2)O)N=NC3=NC=C(C=C3)C(F)(F)F,Inactive
CCOC(=O)CC1=CSC(=N1)NS(=O)(=O)C2=CC=C(C=C2)Br,Inactive
C1CN(CCN1C(=O)CCC(=O)N2CCOCC2)S(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive
C1CCC(C(C1)C(=O)NC2=NC=CS2)C(=O)O,Inactive
CC1=CC=C(C=C1)SCC(=O)NC2=NOC(=C2)C,Inactive
C1=CC=C(C=C1)C(=O)NCCS(=O)(=O)C2=CC=C(C=C2)Br,Inactive
C1=COC(=C1)CNC(=O)NC(=O)CSC2=NC(=CS2)C3=CC=C(C=C3)F,Inactive
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)NC3=CC=C(C=C3)C#N,Inactive
CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCOCC3,Inactive
CCN1C(=NN=C1SCC(=O)N2C(=C(C3=CC=CC=C32)C)C)C4=CC=CO4,Inactive
CC1=CC=C(O1)C2=NN(N=N2)CC(=O)N(CC3CCCO3)C(C4=CC=C(C=C4)OC)C(=O)NC5CCCC5,Inactive
