PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
C1=CC=C2C=[N+](C=CC2=C1)CC(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl.[Cl-],Active
COC1=CC(=CC(=C1)C(=O)NCC2(CCCCC2)N3CCCCC3)OC,Active
CC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-])Cl,Active
C1=C(C=C2C(=C1C(=O)O)N=NN2O)[N+](=O)[O-],Active
C1CN(CCN1C(=O)C(CC2=CC=CC=C2)NC(=O)N)S(=O)(=O)C3=CC=C(C=C3)Cl,Active
CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC(=O)NC2=C(N=CC=C2)Cl)[N+](=O)[O-],Active
CC(C1=CC=C(C=C1)Cl)OCC(CNCC2COC3=CC=CC=C3O2)O,Active
CCOC(=O)C1C(C2=C(NC(=O)S2)SC1C(=O)OCC)C3=CC=C(C=C3)Cl,Active
C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,Active
C1CN(CCN1CCC(=O)N/N=C/C2=CC=CC=C2O)C3=CC=CC=C3,Active
CC1=C(C=CC(=C1)N2CCN(CC2)C)NS(=O)(=O)C3=CC=C(C=C3)OC(F)(F)F,Active
CC1=CC(=NN1C2=CC=C(C=C2)C(=O)NCC3=CC=CC=C3)C,Active
CN(C)S(=O)(=O)C1=C(C=CC(=C1)NC(=O)C2CCN(CC2)C(=O)NC3=CC=CC=C3)OC,Active
C1=CC(=CN=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl,Active
C1CN(CCN1CC2=CC3=C(C=C2O)OCO3)C4=CC=C(C=C4)F,Active
C1=CC=C(C=C1)C2=C(C3=CC4=CC=CC=C4OC3=C2)/C=C/C=O,Active
CCOC(=O)C1CCCN(C1)CC(=O)C2=CC=C(C=C2)F.C(=O)(C(=O)O)O,Active
CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NCC2=CC=CS2)C3=CC=CC=C3,Active
C1=CC=NC(=C1)C(=O)NC2=NN=C(S2)SCC3=CC=C(C=C3)F,Active
CCOC(=O)C1CCN(CC1)CC2=NC3=C(N2CCO)C=C(C=C3)Cl,Active
COC1=C(C=C(C=C1)Br)/C=N/NC2=C(C=C(C=C2)S(=O)(=O)NC3=CC=CC=C3C(=O)O)[N+](=O)[O-],Active
CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N4CCCC4,Active
C1CC1NC(=O)COC(=O)C2=CC=CC=C2C(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],Active
CCN1C2=C3C(=C(C=C2)S(=O)(=O)NC4=NC(=CS4)CC(=O)OCC)C=CC=C3C1=O,Active
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)CNCCCO,Active
C1CCN(CC1)C(CNC(=S)NCC2=CC=CO2)C3=CC=CO3,Active
CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)CNCC3=CC=CC=C3OC,Active
CC(C)(C)C1=CC=C(C=C1)/C=C(\C2=NC3=CC=CC=C3N2)/S(=O)(=O)C4=CC=CC=C4,Active
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)Cl)C(=O)NC2CCN(CC2)CC3=CC=CC=C3.Cl,Active
C1CCC(CC1)NC(=O)NC(=O)CN2CCN(CC2)C/C=C/C3=CC=CC=C3,Active
C1CCC(CC1)N(C2=CC=CC=C2)C(=O)CCl,Active
C1CN(CCN1CC2=CC=CC=C2)C(=O)C34CC5CC(C3)CC(C5)C4.Cl,Active
C/C(=N\NS(=O)(=O)C1=CC=CC(=C1)[N+](=O)[O-])/C2=CC3=CC=CC=C3O2,Active
C1COCCN1CC2=CC(=C3C=CC=NC3=C2OC(=O)C4=CC=CC=C4Cl)Cl,Active
C1CCC(CC1)NC(=O)COC2=CC=C(C=C2)N3C=NN=N3,Active
C1CC1C2=NN=C(N2C3CC3)SCC(=O)C4=CC=C(S4)Br,Active
COC1=CC(=CC(=C1O)[N+](=O)[O-])/C=N/N2CCCCC2,Active
CC1CCCN(C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N(C)C,Active
CC1CCCCN1CCCNC(=O)C2=CC=C(C=C2)Br,Active
CC1=CC=CC=C1C2=NC(=C(O2)NCCCN3CCOCC3)S(=O)(=O)C4=CC=CC=C4,Active
C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])NNC(=O)C2=CC=C(O2)Br,Active
C/C(=N\NC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)OC)[N+](=O)[O-])/C3=CC=NC=C3,Active
COC1=CC(=C(C=C1)OC)/C=C/C(=O)N2C(=O)C3=C(C2=O)C(=CC=C3)N,Active
CC1=CC(=C(C=C1C)O)CN2CCN(CC2)C3=CC=CC=C3,Active
C1CCCN(CC1)CC(=O)NC2=CC=CC(=C2)C#N,Active
CN(CC(=O)NC1=CC=C(C=C1)OC)CC(=O)N2CCCCCC2,Active
COC(=O)/C=C\1/C(=O)N/C(=N\NC(=O)C2=CC=CC=C2)/S1,Active
CC1CCC2(CC1)C(=O)N(C(=O)N2)CC3=CC=C(O3)C(=O)OC,Active
C1CN(CCC1NC(=O)COC2=CC=CC=C2F)CC3=CC=CC=C3.Cl,Active
C1CN=C(N1)SCC(=O)NC2=CC(=CC=C2)[N+](=O)[O-].Cl,Active
CN(C)C(CNC1=C(C=C(C=C1)S(=O)(=O)C)[N+](=O)[O-])C2=CC=CC=C2,Active
CCC(C)(C)C1CCC(=NNC(=S)NC2=CN=CC=C2)CC1,Active
C1COCCN1S(=O)(=O)C2=C(C=CC(=C2)[N+](=O)[O-])N/N=C/C3=C(C(=CC=C3)O)O,Active
CCCCN1C2=C(C(=O)NC1=O)N(C(=N2)CN3C(=O)C(=C(C=N3)Cl)Cl)CCC,Active
CC1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=C(C=C2)C(=O)NCC(C3=CC=CC=C3)N4CCCC4,Active
CC(C(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])OC)N(C)CC2=CC=C(C=C2)Br,Active
CN(C)C1=NC(=C(N1C2=CC=C(C=C2)F)Cl)C=C(C#N)C#N,Active
CC1=C(SC2=CC=CC=C12)C(=O)NCC(C3=CC=CO3)N4CCCC4,Active
CC1=CC(=NN1CCCNCC(C2=CC=CC=C2)O)C.C(=O)(C(=O)O)O,Active
C1C(C2=C(C(N1)C3=CC(=CC=C3)[N+](=O)[O-])NC4=CC=CC=C42)C5=CC=CC=C5Cl.Cl,Active
C1=CC(=CC=C1NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl,Active
C1CC1NC(=O)COC(=O)C2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)[N+](=O)[O-],Active
C1CCC(CC1)NC(=S)NNC(=O)C2=C(C3=CC=CC=C3S2)Cl,Active
C1=CC(=C[N+](=C1)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl)CNC(=O)C3=CC=C(C=C3)OC(F)F.[Cl-],Active
C1=CC=C(C(=C1)NC(=O)CC(=O)NC2=CC=CC=C2[N+](=O)[O-])[N+](=O)[O-],Active
CC1=CC(=CC=C1)NC(=S)NNC2=C(C=C(C=N2)C(F)(F)F)Cl,Active
CC1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)CN3C(=O)C(=C(C=N3)Cl)Cl,Active
CC\1(C2=CC=CC=C2N(/C1=C\C=C\3/C(=O)OC(=N3)C4=CC=C(C=C4)F)C)C,Active
CC1=C(C=CC(=C1)Cl)OCC2=NNC(=S)N2C3CCCCC3,Active
C1CSC(=N1)N(CC2=CC=CC=C2)CC(=O)C3=CC=C(C=C3)Cl.Br,Active
C1CN(CCN1CC(COC2=CC3=C(C=C2)OCO3)O)C4=CC=CC=C4.Cl,Active
C1=CC=C(C(=C1)C(=O)NC(=S)NCC2=NC3=CC=CC=C3N2)F,Active
CCOC1=CC=C(C=C1)C(=O)CCC(=O)NNC(=O)CCN2CCN(CC2)C3=CC=CC=C3,Active
C1COCCN1CC2=CC(=C3C=CC=NC3=C2OC(=O)C4=CC=CS4)Cl,Active
C1=CC(=CN=C1)C2=NC(=CS2)C3=CC=CO3,Active
CCN(CC)S(=O)(=O)C1=CC=CC(=C1)NC(=O)COC2=C3C=CSC3=NC=N2,Active
C1CN(CCN1CC2=CC=CC=C2)C(=O)CN3C(=O)C(=C(C=N3)Cl)Cl,Active
CCOC(=O)/C(=C\C1=CC=C(C=C1)Cl)/C2=NC3=C(C(=C(S3)C)C)C(=O)N2,Active
CC1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NCC(C3=CC=C(C=C3)OC)N(C)C)C,Active
CCOC1=CC=CC=C1/C=N/NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Active
CC1=C(C=C(C=C1)NC(=O)CSC2=NN(C(=S)S2)C3=CC=CC=C3)S(=O)(=O)N(C)C,Active
C1=CC=C(C=C1)CC(C2=NC3=CC=CC=C3N2)NC(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-],Active
CN(C)C1=CC=C(C=C1)P(=O)(CC(=O)N/N=C/C2=CC=C(C=C2)C#N)OCCCl,Active
COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)COC3=C(N=CC=C3)[N+](=O)[O-],Active
C1CC1NC(=O)C2=CC=CC=C2NC(=O)C3=CC=C(O3)[N+](=O)[O-],Active
COC1=CC(=C(C=C1)OC)C2=CSC(=N2)NC(=O)CC3=CC=CC=C3OC,Active
CN1CCN(CC1)C(=O)C2=CC=CC=C2NS(=O)(=O)C3=CC=C(C=C3)F,Active
C1CCC(CC1)NC(=O)CSC2=NN=C(N2N)C3CC3,Active
C1CCC(CC1)N2C(=NN=C2SCC(=O)N3CCN(CC3)C(=O)C4=CC=CO4)CC5=CC=CS5,Active
CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)CSC2=NC(=CS2)C,Active
CC(C(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])OC)N2CCCC2,Active
CC1CCN(CC1)CCCOC2=C(C=C(C=C2)Br)Cl,Active
CC1=C(C(=NO1)C)C(=O)OCC(=O)NC2=CC(=CC=C2)F,Active
C1CCC(C1)(C2=CC=CC=C2F)C(=O)OCC(=O)NC3CCS(=O)(=O)C3,Active
CCOC(=O)/C(=C/C1=CC=C(C=C1)OC(F)F)/C2=NN3C(=NN=C3SC2)C4=CC=C(C=C4)Cl,Active
CC1CCCC(N1/N=C/C2=C(C(=CC(=C2)Br)Br)O)C,Active
C1CN(CCC1NC(=O)C2=CN(N=C2C3=CN=CC=C3)C4=CC=CC=C4)CC5=CC=C(C=C5)Cl,Active
CCOC(=O)C1=C(C2=C(N=C(N=C2S1)CSC3=CC=CC=C3)N4CCCN(CC4)C)C.C(=O)(C(=O)O)O,Active
CCOC1=C(C=C(C=C1)NC(=O)CN2CCN(CC2)C3=CC=CC=C3C)S(=O)(=O)N4CCCC4,Active
COC1=CC=CC(=C1)NC(=O)COC(=O)C2=C(C=CC=C2Cl)F,Active
CC1=CC(=CC=C1)/C=C(\C2=NC3=CC=CC=C3N2)/S(=O)(=O)C4=CC=CC=C4,Active
COC1=CC=CC=C1N2CCN(CC2)CC(COCC3=CC=CS3)O.Cl,Active
C1=CC=C(C=C1)NS(=O)(=O)C2=CC(=C(C=C2)N3C4=CC=CC=C4N=N3)[N+](=O)[O-],Active
CC1=CC=C(C=C1)NC(=S)NC2CCN(CC2)CC3=CC=CC=C3,Active
C1CCC(=CC1)CCNC2=NN=NN2C3=CC=CC=C3,Active
C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NCC3COC4=CC=CC=C4O3,Active
CN(CCC1=CC(=C(C=C1)OC)OC)CC(COC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)O,Active
CNC(=O)COC(=O)C1=CC=CC=C1C(=O)C2=CC(=C(C=C2)Cl)[N+](=O)[O-],Active
C1CC2=C(C1)C=C(C=C2)C(=O)N3CCN(CC3)CC4=CC=CC=C4,Active
CC1=NN(C(=C1/C=N/N2C=NC3=C(C2=O)C(=CS3)C4=CC=CC=C4)N5CCCC5)C6=CC=CC=C6,Active
CN(C)/N=C/C1=C(C=CC(=C1)[N+](=O)[O-])O,Active
CCCN1C(=O)C(=C(C(=N1)[N+](=O)[O-])C(C#N)C2=NC3=CC=CC=C3O2)Cl,Active
CC(C1CC2CCC1C2)NC(=O)COC(=O)C3=C(C=CC(=C3)NS(=O)(=O)C4=CC(=C(C=C4)Cl)[N+](=O)[O-])O,Active
CC1=C(C2=CC=CC=C2N1)C(=O)CSC3=NC4=C(N3)C=C(C=N4)Cl,Active
CCSC1=NC2(CCCCC2)[NH2+]C3=C1C4=C(S3)CCCC4.[I-],Active
CCSC1=NN=C(S1)NC(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)Cl,Active
CC(=O)C1=CC(=CC=C1)NC(=O)C2CC(=O)N(C2)CCC3=CC(=C(C=C3)OC)OC,Active
CC1=C(C=CO1)C2=NNC(=C2C3=CC=CC=C3)C4=NC5=CC=CC=C5N4,Active
COC1=CC=CC=C1NS(=O)(=O)C2=CC(=C(C=C2)NN=C3CCCCC3)[N+](=O)[O-],Active
COC1=C(C=C(C=C1)COCC(CN2CCC3=CC=CC=C3C2)O)OC.Cl,Active
CC1=CC(=CC=C1)OCCC(=O)NCC(C2=CC=CC=C2)N(C)C,Active
CC1=CC(=C(C=C1)C)NC(=S)NCC(C2=CC=CC=C2)N(C)C,Active
C1=CC=C2C(=C1)C(=O)NC(=N2)C(F)(F)F,Active
COC1=CC=CC=C1COCC(CNCC2(CCCCC2)N3CCCCC3)O.C(=O)(C(=O)O)O,Active
C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCC3=CC4=C(C=C3)OCO4)[N+](=O)[O-],Active
CC1=CC=C(C=C1)N/N=C(\CC2=NC3=CC=CC=C3N2)/C4=CC=CC=C4,Active
CC1=CC(=NC=N1)SC2=NC(=NC=C2[N+](=O)[O-])N,Active
CC1C/C(=C\C2=CC=CC=N2)/C(=O)/C(=C\C3=CC=CC=N3)/C1,Active
CC1=C(SC(=C1C(=O)OC)NC(=O)CN2CCCC3=CC=CC=C32)C,Active
C1CN(CCC1NC(=S)NC2=CC=C(C=C2)Cl)CC3=CC=CC=C3,Active
C1CC1C2=NN=C(N2C3=CC=CC=C3)SCC(=O)NCCC4=CC=CC=C4,Active
CC(CN(C)CC1=CC=CC=C1)OC(=O)C2=CC(=CC=C2)F.Cl,Active
CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC2=NN=C(O2)C3=CC=CC=C3)[N+](=O)[O-],Active
CC1=CC(=C(C=C1)OCC(CN2CCN(CC2)CC3=CC4=C(C=C3)OCO4)O)C.Cl,Active
CC1=C(C=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)F)S(=O)(=O)NC3=CC(=CC=C3)Cl,Active
CCN(CC)P(=O)(C1=C(C=C(C=C1)N(C)C)NC(=O)C2=CC=CO2)NC3=C(C=C(C=C3)C)Br,Active
C1CN(CCC1NC(=S)NCC2=CC3=C(C=C2)OCO3)CC4=CC=CC=C4,Active
C1CCN(C(=O)C(C1)SC2=NN=NN2C3=CC=CC=C3)C(=O)C4=CC=CC=C4,Active
CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC(=O)NCC2=CC=CS2)[N+](=O)[O-],Active
CN(CC1=NC2=CC=CC=C2C(=O)N1)C(=O)C3=CC(=NN3C4=CC=CC=C4)C5CC5,Active
C1CCC2=C(C1)C(=C(S2)NC(=O)/C=C/C3=CC=CO3)C#N,Active
C1=CC(=CC=C1NS(=O)(=O)C2=CC(=C(C=C2)O)NC(=O)C3=C(C=C(C=C3)F)F)Cl,Active
CC1=CC(=C(C=C1)NC(=S)N/N=C/C2=C(C=CC=C2Cl)Cl)C,Active
CCN(CC(=O)NC1=CC=C(C=C1)NC(=O)C)CC(=O)NC2=CC(=C(C=C2)Cl)Cl.C(=O)(C(=O)O)O,Active
COC1=CC=CC(=C1)NC(=S)N/N=C\2/CCCCC3=CC=CC=C32,Active
CN1CCC(CC1)N(C)C(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4Cl.Cl,Active
COC1=CC(=CC(=C1)C(=O)NCC(=O)NC2=CC=C(C=C2)C3=CC=CC=C3)OC,Active
C1CN(CCN1/C=C\2/C(=O)C3=CC=CC=C3OC2=O)C4=CC=CC=C4F,Active
C1CCN(C1)C(CNC(=O)C2=CC3=CC=CC=C3S2)C4=CC=CO4,Active
CC(=O)NC1=CC=C(C=C1)SCC(=O)N(C)C2CCS(=O)(=O)C2,Active
CN(C)S(=O)(=O)C1=CC=CC(=C1)NC(=S)NC2=CC=CC3=C2C=CN=C3,Active
CN1CCN(CC1)CC(=O)NC2=NC3=C(S2)C=C(C=C3)OC.Cl,Active
C1=CC=C(C(=C1)NC2=NN=C(S2)SCC(=O)NCC3=CC=CO3)F,Active
CC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CCOC3=CC=CC=C3,Active
CN(C)S(=O)(=O)C1=CC(=C(C=C1)Cl)C(=O)NC2CCN(C2)CC3=CC=CC=C3,Active
C1COCCN1C(=O)COC(=O)/C=C/C2=C(C(=CC=C2)Cl)Cl,Active
CC1=CC(=C(N1CC(F)(F)F)C)C(=O)CN2C(=O)C(=C(C=N2)Cl)Cl,Active
CCOC1=C(C=C(C=C1)C(=O)NCC(C2=CC=CS2)N(C)C)OCC,Active
C/C(=C(\C(=O)C)/N=NC1=CC=C(C=C1)SC(F)F)/O,Active
C1C2CC3CC1CC(C2)(C3)NC(=O)COC(=O)/C=C/C(=O)OCC(=O)NC45CC6CC(C4)CC(C6)C5,Active
CC1=C(OC2=C1C=C(C=C2)Br)C(=O)NC3CCN(C3)CC4=CC=CC=C4,Active
C1CCN(C1)CC2=CC=CC=C2CNC(=O)C3=CC=C(C=C3)S(=O)(=O)NC4=CC=CC=C4,Active
COC1=CC=C(C=C1)C(=O)CCN2CCC3=CC(=C(C=C3C2)OC)OC.Cl,Active
CC1=CC(=CC(=C1)CN2C(=O)C(=C(C=N2)Cl)Cl)C,Active
CN(CC(=O)NC1CCN(CC1)CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(S3)Cl,Active
C1CN(CCC1CC2=CC=CC=C2)CC(COC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)O,Active
CN(C)C(CNC1=NC=C(C=C1)C(F)(F)F)C2=CC=CC=C2,Active
CC1=CC=C(C=C1)CNC(=O)CNC(C)C2=CC=CC=C2OC,Active
C1=CC=C(C(=C1)C(=O)OCC(=O)NNC(=O)C2=CC=C(C=C2)Br)O,Active
C1=CC=C(C(=C1)C(=O)COC(=O)CSC2=NN=C(S2)N)Br,Active
C/C(=N\NC(=O)COC1=CC=CC=C1C2=CC=CC=C2)/C3=CC=CC=N3,Active
CS(=O)(=O)C1=C(C=C(C=C1)C(=O)OCC(=O)NC23CC4CC(C2)CC(C4)C3)[N+](=O)[O-],Active
CSC1=CC=C(C=C1)/C=C/C2=NC3=C(C=CC=C3O)C=C2,Active
CC(C)CC/C(=N/NC1=C(C=C(C=C1)S(=O)(=O)N)[N+](=O)[O-])/C,Active
C1CN(CCN1CC2=NC=C(O2)C3=CC=CC=C3)C4=CC=CC=C4,Active
C1CC(=NC1)NNC(=O)C2=CC(=CC=C2)Br,Active
CC(=O)N/C(=C/C1=CC=C(C=C1)OC(F)F)/C(=O)O,Active
CC(C)(CNC(=O)C1=CC=CC=C1NS(=O)(=O)C)N2CCCCC2,Active
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)OCC(CNCCC3=CC=CC=C3)O.C(=O)(C(=O)O)O,Active
CC1=CC(=CC=C1)NC(=O)COC(=O)C2=CC3=NC(=C(N=C3C=C2)C)C,Active
CC1=CC(=NC(=N1)SCC2=CC=C(C=C2)C(=O)NNC(=O)NC3=CC(=CC=C3)Cl)C,Active
C1CN(CCN1CC2=NC=C(O2)C3=CC=CC=C3)C4=CC=CC=C4O,Active
COC1=CC=C(C=C1)C(CNC(=S)NCC2=CC=CC=C2)N3CCCC3,Active
CC[N+]1=C2C=CC(=CC2=C(C=C1)C)P(=O)(C3=CC=CC=C3)C4=CC=CC=C4.[I-],Active
CN(CCC#N)C(=O)COC(=O)C1=NN(C(=O)C2=CC=CC=C21)C3=CC=CC=C3,Active
CCC1=CC=CC(=C1NC(=O)COC(=O)CC2=CSC=C2)C,Active
CCCOC1=C(C=C(C=C1)NC(=O)CNC(=O)C2=CC(=CC(=C2)OC)OC)OCCC,Active
CC(C1=CC=CO1)N(C2=CC=CC=N2)C(=O)C34CC5CC(C3)CC(C5)(C4)C,Active
CC1=C(C(=CC=C1)C)NC(=O)COC(=O)C2=C3CCC/C(=C/C4=CC5=C(C=C4)OCO5)/C3=NC6=CC=CC=C62,Active
CCOC(=O)/C(=C\C1=CC(=CC=C1)O)/C2=NC3=C(C(=C(S3)C)C)C(=O)N2,Active
CC1=C(C=C(C=C1)NC(=O)CN2C(=O)C(=C(C=N2)Cl)Cl)S(=O)(=O)N3CCCCC3,Active
C1CNC(=NC1)SCC2=CC(=C(C=C2)Cl)Cl.Cl,Active
CNS(=O)(=O)C1=CC=CC(=C1)C(=O)NC2=CN=CC=C2,Active
C1COCCN1C2=NC(=CS2)CC(=O)N/N=C/C3=C(C(=C(C=C3)O)O)O,Active
C1CN(CC2=CC=CC=C21)CC(COC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)O,Active
CCC1=CC=C(C=C1)N2C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)C(=O)N4CCCC4,Active
CC1=C(SC2=C1C(=O)NC(=N2)C3=CC=CC=N3)C(=O)N(C)C,Active
CC1=NC(=C2C=C(SC2=N1)C3=CC=CC=C3)N4CCOCC4,Active
C1=C(C=C(C(=C1/C=N/N2C=NN=C2)O)[N+](=O)[O-])Cl,Active
CC1=CC(=CC=C1)/C=C/C(=O)C2=CC=C(C=C2)NC3=NCCCS3,Active
C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)OCC(=O)NC4=C(C=C(C=N4)C(F)(F)F)Cl,Active
COC1=CC=C(C=C1)C2=NC(=C(O2)NCCCN3CCOCC3)S(=O)(=O)C4=CC=CC=C4,Active
CCC1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=C3)O.Cl,Active
CC(C)(CNCC1=CC=CC=C1)NS(=O)(=O)C2=CC=C(C=C2)Cl,Active
C1CN(CC2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)NCCCN4CCOCC4,Active
CC(C1=CC=CC=C1OC)NCC(=O)NC2=CC=CC=C2C(F)(F)F.C(=O)(C(=O)O)O,Active
CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=C(C=C4)F,Active
C1CC1N2C(=NN=C2SCC(=O)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])C4=CC=CC=C4F,Active
COC(=O)C1=CC=C(C=C1)CNC(=O)CNC2=C(C=CC(=C2)C(F)(F)F)N3CCOCC3,Active
CN1C(=NN=N1)SCC(=O)NNC(=O)C2=CC=C(C=C2)F.CN(C)C=O,Active
CC(C(=O)NC1=CN=CC=C1)NS(=O)(=O)C2=CC(=C(C=C2)Cl)Cl,Active
CN(C)C(CNC(=O)C1=CC=C(C=C1)C(=O)C2=CC=CC=C2)C3=CC=CC=C3,Active
COC1=CC=C(C=C1)NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)C3=CC=CO3)N4CCCC4,Active
CCOC1=CC=C(C=C1)N2C(=C(C3=CC=CC=C3C2=O)/C=N/NC4=NC(=CC(=N4)C)C)O,Active
CCC1=C(C(=CC(=C1)SC#N)C)NC(=O)CCl,Active
COC1=CC=C(C=C1)C(=O)N/N=C(\C2=CC=CC=C2)/C3=CC=CC=N3,Active
COC1=CC=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)OC(=N3)NC4=CC5=C(C=C4)OCCO5,Active
C1=CC=C2C(=C1)NC(=N2)SCC3=CC=C(C=C3)C(=O)NN,Active
C1=CC=C(C=C1)C2=C(C(NC(=O)N2)C3=CC=C(C=C3)F)C4=NC5=CC=CC=C5S4,Active
COC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CO3)C(=O)COC(=O)C4=CC(=C(C=C4)S(=O)(=O)C)[N+](=O)[O-],Active
C1CN(CCN1C(=O)C2=CC3=CC=CC=C3O2)S(=O)(=O)C4=CC=CS4,Active
C1=CC=C2C(=C1)C(=CN2)C(=O)CSC3=NC4=CC=CC=C4N3,Active
C1=CC=C(C=C1)C(=NNC(=O)C2=CC=CC=C2)C3=CC=CC=N3,Active
C1CN(CCN1CC(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4O,Active
COC1=CC=CC(=C1)N2CCN(CC2)CC3=NC=C(O3)C4=CC=CC=C4,Active
CCN(CC)S(=O)(=O)C1=C(C=CC(=C1)[N+](=O)[O-])NNC(=O)NC2=CC=CC=C2,Active
C1=CC=C(C=C1)C2=NC(=CS2)CC(=O)NC3=CC=C(C=C3)C(F)(F)F,Active
CC(=O)NC1=CC=C(C=C1)C(=O)NC2=NC(=CS2)C3=CC=CC=N3,Active
C1=CC=C(C=C1)CC2=CN=C(S2)N3C(=O)C(SC3=N)C4=CC=CC=C4,Active
C1CN(CCN1CC(COCC2=CC=CS2)O)C3=CC(=CC=C3)Cl.C(=O)(C(=O)O)O,Active
CCN(CC)CCNC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)NC2=CC=C(C=C2)Cl.Cl,Active
COC1=CC=C(C=C1)OC2=C(C=C(C=C2)/C=C/C(=O)C3=CC(=CC=C3)OC)[N+](=O)[O-],Active
CC(C1=CC=CC=C1OC)NCC(=O)NC2=C(C=CC=C2F)F,Active
COC1=CC(=CC(=C1)C(=O)N[C@@H](CCSC)C2=NC3=CC=CC=C3N2)OC,Active
CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)C(=O)NCC(C3=CC=CS3)N(C)C,Active
C1CN(CC2=CC=CC=C21)CC(COC(C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)O.Cl,Active
CC1CN(CC(O1)C)S(=O)(=O)C2=CC=CC(=C2)C(=O)OCC3=CC(=O)OC4=C3C=CC(=C4)O,Active
CC1=NN(C(=C1/C=C/C(=O)OCC(=O)NC(=O)C)Cl)CC2=C(C=CC=C2Cl)Cl,Active
CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,Active
CC(C(=O)NC1=CC=C(C=C1)C(=O)C)NC2=CC=C(C=C2)Cl,Active
CC(C)(C)C1=NN(C(=C1)NC(=O)CSC2=NN=CN2C3=CC=C(C=C3)OC)C4=CC=CC=C4,Active
CC1=CC(=C(C=C1)NC(=O)CN(C)CC2=CC=C(C=C2)SC)Br,Active
COC1=CC(=C(C=C1)C(=O)OCC(=O)N2CCCC2=O)OC,Active
CC(C1=CC=CC=C1)NC(=O)/C(=C/C2=CC=C(C=C2)C(=O)OC)/C#N,Active
C1=CC=NC(=C1)/C(=C/C2=CC(=C(C=C2)Cl)[N+](=O)[O-])/C#N,Active
CC1=C(C(=NO1)C)COC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3,Active
