Compiling models...
Starting GA...
[1;32mWrote molecules to file[0m
         11222460 function calls (10852263 primitive calls) in 73.218 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1936    0.010    0.000    0.080    0.000 dataset_ops.py:673(_common_args)
     2410    0.010    0.000    0.026    0.000 function_type.py:121(__init__)
     1866    0.010    0.000    0.662    0.000 gen_array_ops.py:4055(identity)
      528    0.010    0.000    0.010    0.000 inverse_qsar_cli.py:202(<listcomp>)
    12526    0.010    0.000    0.043    0.000 tensor_shape.py:843(dims)
       88    0.010    0.000    0.174    0.002 inverse_qsar_cli.py:188(augment_smiles)
     2270    0.010    0.000    0.010    0.000 tensor_util.py:183(GetFromNumpyDTypeDict)
     8856    0.009    0.000    0.025    0.000 ops.py:4945(_control_dependencies_for_inputs)
     9436    0.009    0.000    0.116    0.000 ops.py:480(shape)
      480    0.009    0.000    0.009    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteFunction}
    25758    0.009    0.000    0.009    0.000 {method 'encode' of 'str' objects}
      528    0.009    0.000    2.974    0.006 structured_function.py:165(wrapper_helper)
    17712    0.009    0.000    0.009    0.000 lock_util.py:106(<genexpr>)
      616    0.009    0.000    0.088    0.000 monomorphic_function.py:302(_get_definition)
    14420    0.009    0.000    0.009    0.000 ops.py:4411(_name_stack)
3458/1514    0.009    0.000    0.208    0.000 training.py:342(__setattr__)
     8856    0.009    0.000    0.014    0.000 _collections_abc.py:835(items)
     4908    0.009    0.000    0.316    0.000 tf_inspect.py:247(getfullargspec)
     3438    0.009    0.000    0.025    0.000 tensor_spec.py:66(__init__)
     2564    0.009    0.000    0.070    0.000 function_type.py:245(__hash__)
     4618    0.009    0.000    0.009    0.000 op_def_library.py:790(<listcomp>)
    12490    0.009    0.000    0.033    0.000 tensor_shape.py:855(<listcomp>)
  2503/42    0.009    0.000    2.619    0.062 {built-in method builtins.__import__}
     3156    0.009    0.000    0.287    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       88    0.009    0.000    0.009    0.000 Lipinski.py:53(<lambda>)
     8856    0.009    0.000    0.037    0.000 ops.py:5470(_mutation_lock)
     2936    0.009    0.000    0.039    0.000 ops.py:5925(init_scope)
    33012    0.009    0.000    0.009    0.000 enum.py:678(__new__)
    11912    0.009    0.000    0.023    0.000 ops.py:2244(name)
     1180    0.009    0.000    0.728    0.001 func_graph.py:1478(_get_defun_inputs)
    13052    0.008    0.000    0.010    0.000 op_def_registry.py:32(get)
     1162    0.008    0.000    0.022    0.000 tape.py:104(variable_accessed)
     5254    0.008    0.000    0.025    0.000 ops.py:4211(as_default)
    17712    0.008    0.000    0.008    0.000 traceable_stack.py:113(peek_traceable_objs)
    11780    0.008    0.000    0.011    0.000 ops.py:462(graph)
    14879    0.008    0.000    0.285    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
  3157/15    0.008    0.000    2.990    0.199 <frozen importlib._bootstrap_external>:877(exec_module)
      176    0.008    0.000    2.015    0.011 dataset_ops.py:5528(__init__)
     8434    0.008    0.000    0.013    0.000 control_flow_util.py:78(IsInWhileLoop)
      731    0.008    0.000    0.011    0.000 sre_compile.py:292(_optimize_charset)
     8298    0.008    0.000    0.027    0.000 op_def_library.py:595(<listcomp>)
     7156    0.008    0.000    0.008    0.000 ops.py:6773(__init__)
    25300    0.008    0.000    0.008    0.000 {method 'items' of 'dict' objects}
 1640/908    0.008    0.000    0.018    0.000 nest.py:1032(assert_shallow_structure)
    18718    0.008    0.000    0.008    0.000 ops.py:872(_as_tf_output)
  534/530    0.008    0.000    4.719    0.009 api.py:295(converted_call)
     7676    0.008    0.000    0.038    0.000 tensor_shape.py:1439(as_shape)
    12768    0.008    0.000    0.011    0.000 config_lib.py:29(matches)
    17922    0.008    0.000    0.010    0.000 ops.py:3793(<genexpr>)
    14622    0.008    0.000    0.011    0.000 typing.py:1427(<genexpr>)
3412/3214    0.008    0.000    1.240    0.000 nest.py:917(<listcomp>)
     8856    0.008    0.000    0.025    0.000 ops.py:4979(_record_op_seen_by_control_dependencies)
    57541    0.008    0.000    0.008    0.000 inspect.py:2680(name)
     4618    0.008    0.000    0.027    0.000 op_def_library.py:103(_Flatten)
2466/1896    0.008    0.000    0.068    0.000 base_layer.py:1284(trainable_weights)
    43243    0.008    0.000    0.008    0.000 {method 'update' of 'set' objects}
      730    0.008    0.000    0.097    0.000 function_spec.py:417(canonicalize_function_inputs)
      176    0.008    0.000    3.605    0.020 dataset_ops.py:5580(__init__)
     8856    0.008    0.000    0.084    0.000 lock_util.py:128(__exit__)
      176    0.008    0.000    2.017    0.011 dataset_ops.py:5488(__init__)
     4702    0.008    0.000    0.040    0.000 func_graph.py:1353(device_stack_has_callable)
     9584    0.008    0.000    0.022    0.000 {method 'throw' of 'generator' objects}
     8434    0.008    0.000    0.053    0.000 auto_control_deps.py:641(_identity_resolver)
      988    0.008    0.000    0.278    0.000 resource_variable_ops.py:717(read_value)
      568    0.008    0.000    0.963    0.002 gen_array_ops.py:9547(_slice)
     1538    0.008    0.000    0.013    0.000 ops.py:5887(_get_outer_context_and_inner_device_stack)
     3168    0.007    0.000    0.043    0.000 base_layer.py:3182(_track_variables)
     4618    0.007    0.000    0.016    0.000 op_def_library.py:106(<listcomp>)
      530    0.007    0.000    4.675    0.009 api.py:681(wrapper)
     5322    0.007    0.000    0.011    0.000 tensor_shape.py:885(__getitem__)
     2400    0.007    0.000    0.037    0.000 gradients_util.py:422(_Inputs)
       14    0.007    0.001    0.007    0.001 __init__.py:142(_check_size)
     3299    0.007    0.000    0.213    0.000 tf_inspect.py:108(getargspec)
     1652    0.007    0.000    0.043    0.000 type_spec.py:929(_type_spec_from_value)
     8854    0.007    0.000    0.027    0.000 ops.py:4149(_get_operation_by_tf_operation)
     5347    0.007    0.000    0.008    0.000 {method 'format' of 'str' objects}
     3362    0.007    0.000    0.047    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
    14432    0.007    0.000    0.017    0.000 {built-in method builtins.issubclass}
     4320    0.007    0.000    0.017    0.000 gradients_util.py:384(_MaybeCaptured)
    65863    0.007    0.000    0.007    0.000 {method 'rstrip' of 'str' objects}
    16387    0.007    0.000    0.009    0.000 inspect.py:277(isfunction)
       88    0.007    0.000    0.282    0.003 inverse_qsar_cli.py:196(get_augs)
3399/3264    0.007    0.000    0.596    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
     1588    0.007    0.000    0.023    0.000 function_spec.py:715(_get_variable_specs)
     8858    0.007    0.000    0.012    0.000 threading.py:279(_is_owned)
     9468    0.007    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      952    0.007    0.000    0.246    0.000 resource_variable_ops.py:637(numpy)
        2    0.007    0.004    0.007    0.004 {built-in method tensorflow.python.lib.io._pywrap_file_io.IsDirectory}
     3156    0.007    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
    25118    0.007    0.000    0.007    0.000 {built-in method _thread.get_ident}
    11104    0.007    0.000    0.009    0.000 structure.py:288(<genexpr>)
     3260    0.007    0.000    0.014    0.000 tf_logging.py:205(vlog)
18540/9616    0.007    0.000    0.096    0.000 abc.py:121(__subclasscheck__)
     1812    0.007    0.000    0.008    0.000 ops.py:4087(get_operations)
     6792    0.007    0.000    0.008    0.000 context.py:269(pop)
     4910    0.007    0.000    0.009    0.000 base_layer.py:3319(_dedup_weights)
2834/2214    0.007    0.000    2.683    0.001 base.py:201(_method_wrapper)
    25172    0.007    0.000    0.007    0.000 {method '__exit__' of '_thread.RLock' objects}
     1702    0.007    0.000    0.041    0.000 function_spec.py:549(_validate_signature)
      496    0.007    0.000    0.007    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInputList}
      352    0.007    0.000    0.307    0.001 dataset_ops.py:4821(__init__)
1702/1522    0.007    0.000    0.023    0.000 composite_tensor_utils.py:27(flatten_with_variables)
     8434    0.007    0.000    0.019    0.000 auto_control_deps.py:158(collective_manager_ids_from_op)
    12236    0.007    0.000    0.016    0.000 config_lib.py:46(get_action)
    10508    0.007    0.000    0.007    0.000 ops.py:5454(_distribution_strategy_stack)
     4658    0.007    0.000    0.007    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsEmpty}
     3698    0.007    0.000    0.009    0.000 ops.py:1125(dtype)
     7440    0.006    0.000    0.159    0.000 nest.py:692(pack_sequence_as)
    17857    0.006    0.000    0.006    0.000 ops.py:3361(_check_not_finalized)
      352    0.006    0.000    0.037    0.000 options.py:612(_to_proto)
        1    0.006    0.006    0.007    0.007 MolSurf.py:1(<module>)
     8298    0.006    0.000    0.006    0.000 op_def_library.py:83(_IsListParameter)
     1130    0.006    0.000    0.010    0.000 function_spec.py:358(validate_input_signature_with_argspec)
      104    0.006    0.000    0.169    0.002 string_crossover.py:112(crossover)
    13905    0.006    0.000    0.006    0.000 sre_parse.py:234(__next)
    38354    0.006    0.000    0.006    0.000 {built-in method builtins.callable}
    36471    0.006    0.000    0.008    0.000 {method 'add' of 'set' objects}
     6955    0.006    0.000    0.056    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
      176    0.006    0.000    8.599    0.049 data_adapter.py:1201(__init__)
    21133    0.006    0.000    0.006    0.000 {method 'rpartition' of 'str' objects}
      176    0.006    0.000   52.722    0.300 polymorphic_function.py:852(__call__)
    13844    0.006    0.000    0.009    0.000 traceable_stack.py:117(__len__)
     8856    0.006    0.000    0.029    0.000 ops.py:2619(traceback)
       38    0.006    0.000    0.006    0.000 version_utils.py:89(swap_class)
    35996    0.006    0.000    0.006    0.000 {built-in method builtins.id}
      280    0.006    0.000    0.149    0.001 resource_variable_ops.py:908(assign)
      659    0.006    0.000    0.037    0.000 traceback.py:338(extract)
     2121    0.006    0.000    0.006    0.000 {method 'astype' of 'numpy.ndarray' objects}
      617    0.006    0.000    0.006    0.000 threading.py:236(__init__)
    12766    0.006    0.000    0.010    0.000 op_def_library.py:99(_IsListValue)
     4470    0.006    0.000    0.012    0.000 backprop.py:165(_must_record_gradient)
      984    0.006    0.000    0.010    0.000 context.py:2017(__enter__)
      554    0.006    0.000    0.200    0.000 quarantine.py:400(decorated)
      618    0.006    0.000    0.567    0.001 gen_array_ops.py:8462(reshape)
     2564    0.006    0.000    0.053    0.000 function_type.py:105(__hash__)
    21197    0.006    0.000    0.006    0.000 object_identity.py:182(<genexpr>)
    10832    0.006    0.000    0.008    0.000 ops.py:3333(_variable_creator_stack)
      528    0.006    0.000    0.072    0.000 function_spec.py:660(convert_inputs_to_signature)
     2404    0.006    0.000    0.016    0.000 tensor_spec.py:34(sanitize_spec_name)
     4615    0.006    0.000    0.031    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
    23580    0.006    0.000    0.006    0.000 {method 'pop' of 'dict' objects}
     8856    0.006    0.000    0.093    0.000 lock_util.py:125(__enter__)
      574    0.006    0.000    0.170    0.000 function_spec.py:48(from_function_and_signature)
    16250    0.006    0.000    0.006    0.000 traceable_stack.py:111(<genexpr>)
      670    0.006    0.000    0.006    0.000 {built-in method numpy.zeros}
     4618    0.006    0.000    0.016    0.000 ops.py:6387(_get_graph_from_inputs)
     1180    0.006    0.000    0.148    0.000 func_graph.py:76(convert_structure_to_signature)
    34287    0.006    0.000    0.006    0.000 {method 'isidentifier' of 'str' objects}
     2404    0.006    0.000    0.008    0.000 tensor_spec.py:51(<listcomp>)
      590    0.006    0.000    0.007    0.000 monomorphic_function.py:87(_parse_func_attrs)
     2598    0.006    0.000    0.035    0.000 tensor_util.py:306(_AssertCompatible)
     1936    0.006    0.000    0.038    0.000 dataset_ops.py:628(_flat_shapes)
    27428    0.006    0.000    0.006    0.000 ops.py:2583(graph)
     5254    0.006    0.000    0.018    0.000 context.py:2294(graph_mode)
    26614    0.006    0.000    0.006    0.000 ops.py:2228(_get_control_flow_context)
     8434    0.006    0.000    0.007    0.000 registry.py:73(list)
      530    0.005    0.000    0.027    0.000 api.py:492(tf_convert)
     1214    0.005    0.000    0.016    0.000 monitoring.py:143(get_cell)
     1036    0.005    0.000    0.007    0.000 ctypeslib.py:184(from_param)
     1250    0.005    0.000    0.022    0.000 handle_data_util.py:26(copy_handle_data)
    29342    0.005    0.000    0.005    0.000 {method 'keys' of 'dict' objects}
     7092    0.005    0.000    0.008    0.000 _collections_abc.py:1034(__iter__)
     3299    0.005    0.000    0.198    0.000 tf_inspect.py:65(_getargspec)
     1216    0.005    0.000    0.005    0.000 c_api_util.py:42(__init__)
     6324    0.005    0.000    0.005    0.000 ops.py:3032(name_from_scope_name)
     3392    0.005    0.000    0.027    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
  934/902    0.005    0.000    0.470    0.001 deprecation.py:527(new_func)
2438/1874    0.005    0.000    0.050    0.000 base_layer.py:1304(non_trainable_weights)
      806    0.005    0.000    0.590    0.001 auto_control_deps.py:209(mark_as_return)
       16    0.005    0.000    0.005    0.000 _type_aliases.py:58(bitname)
    10846    0.005    0.000    0.006    0.000 typing.py:1506(<genexpr>)
     6101    0.005    0.000    0.005    0.000 {built-in method builtins.sorted}
      100    0.005    0.000    0.006    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
     5790    0.005    0.000    0.014    0.000 object_identity.py:193(__contains__)
      352    0.005    0.000    0.111    0.000 dataset_ops.py:5013(__init__)
      508    0.005    0.000    0.315    0.001 array_ops.py:659(shape_internal)
      436    0.005    0.000    0.042    0.000 textwrap.py:422(dedent)
       32    0.005    0.000    0.012    0.000 doccer.py:10(docformat)
     1056    0.005    0.000    0.062    0.000 structure.py:318(_to_tensor_list_helper)
      176    0.005    0.000    0.250    0.001 from_tensor_slices_op.py:31(__init__)
     2464    0.005    0.000    0.267    0.000 options.py:651(merge)
     1612    0.005    0.000    0.042    0.000 ops.py:6030(executing_eagerly_outside_functions)
     9114    0.005    0.000    0.007    0.000 control_flow_util.py:176(GetOutputContext)
      104    0.005    0.000    0.006    0.000 dataset.py:641(__init__)
    13751    0.005    0.000    0.009    0.000 {method 'extend' of 'list' objects}
     2525    0.005    0.000    0.006    0.000 ops.py:434(__getattr__)
     1410    0.005    0.000    0.020    0.000 nest.py:135(pack_sequence_as)
     6519    0.005    0.000    0.051    0.000 <frozen importlib._bootstrap>:391(cached)
4178/2598    0.005    0.000    0.006    0.000 tensor_util.py:216(_GetDenseDimensions)
      882    0.005    0.000    0.005    0.000 {method 'item' of 'numpy.generic' objects}
     3846    0.005    0.000    0.007    0.000 tensor_conversion_registry.py:112(get)
  1586/67    0.005    0.000    0.028    0.000 ast.py:480(generic_visit)
    13595    0.005    0.000    0.005    0.000 ops.py:3674(building_function)
     1302    0.005    0.000    0.034    0.000 resource_variable_ops.py:323(variable_accessed)
     3496    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:71(__init__)
     2586    0.005    0.000    0.650    0.000 tensor_conversion_registry.py:46(_default_conversion_function)
